concessionaria;ano_do_pnv_snv;rodovia;uf;km_m;municipio;tipo_pista;sentido;situcacao;data_da_inativacao;latitude;longitude
VIA BAHIA;2003;BR-116;BA;646,833;Jaguaquara;Principal;Decrescente;Ativo;;-13,633891;-40,092955
VIA BAHIA;2003;BR-116;BA;666,659;Jequié;Principal;Decrescente;Ativo;;-13,807196;-40,111870
VIA BAHIA;2003;BR-116;BA;713,045;Manoel Vitorino;Principal;Crescente;Ativo;;-14,175573;-40,259648
VIA BAHIA;2003;BR-116;BA;773,700;Planalto;Principal;Decrescente;Ativo;;-14,485030;-40,338371
VIA BAHIA;2003;BR-116;BA;773,800;Planalto;Principal;Crescente;Ativo;;-14,655540;-40,459502
VIA BAHIA;2003;BR-116;BA;730,050;Boa Nova;Principal;Crescente;Ativo;;-14,758664;-40,694505
VIA BAHIA;2003;BR-116;BA;840,000;Vitória da Conquista;Principal;Decrescente;Ativo;;-14,986901;-40,924988
VIA BAHIA;2003;BR-116;BA;873,000;Vitória da Conquista;Principal;Decrescente;Ativo;;-15,229022;-41,098772
VIA BAHIA;2003;BR-116;BA;916,900;Encruzilhada;Principal;Decrescente;Ativo;;-15,569794;-41,269785
VIA COSTEIRA;2020;BR-101;SC;272,000;Imbituba;Principal;Crescente;Ativo;;-28,122861;-48,696694
VIA COSTEIRA;2020;BR-101;SC;281,590;Imbituba;Principal;Crescente;Ativo;;-28,208417;-48,699167
VIA COSTEIRA;2020;BR-101;SC;290,330;Imbituba;Principal;Decrescente;Ativo;;-28,284664;-48,703528
VIA COSTEIRA;2020;BR-101;SC;318,853;Pescaria Brava;Principal;Crescente;Ativo;;-28,426917;-48,885242
VIA COSTEIRA;2020;BR-101;SC;330,000;Tubarão;Principal;Decrescente;Ativo;;-28,456806;-48,982750
VIA COSTEIRA;2020;BR-101;SC;338,450;Tubarão;Principal;Crescente;Ativo;;-28,499639;-49,046083
VIA COSTEIRA;2020;BR-101;SC;377,340;Içara;Principal;Decrescente;Ativo;;-28,746806;-49,260194
VIA COSTEIRA;2020;BR-101;SC;399,858;Maracajá;Principal;Crescente;Ativo;;-28,863139;-49,445917
VIA COSTEIRA;2020;BR-101;SC;418,000;Araranguá;Principal;Decrescente;Ativo;;-28,985211;-49,541722
VIA COSTEIRA;2020;BR-101;SC;439,339;Sombrio;Principal;Crescente;Ativo;;-29,124417;-49,668797
VIA SUL;2019;BR-101;RS;0,060;Torres;Principal;Crescente;Ativo;;-29,300000;-49,770556
VIA SUL;2019;BR-101;RS;8,700;Torres;Principal;Crescente;Ativo;;-29,364167;-49,812222
VIA SUL;2019;BR-101;RS;13,640;Dom Pedro de Alcântara;Principal;Crescente;Ativo;;-29,409828;-49,857694
VIA SUL;2019;BR-101;RS;19,140;Três Cachoeiras;Principal;Crescente;Ativo;;-29,425556;-49,881111
VIA SUL;2019;BR-101;RS;22,400;Três Cachoeiras;Principal;Crescente;Ativo;;-29,443623;-49,906944
VIA SUL;2019;BR-101;RS;30,200;Três Cachoeiras;Principal;Crescente;Ativo;;-29,482500;-49,971111
VIA SUL;2019;BR-101;RS;43,300;Terra de Areia;Principal;Decrescente;Ativo;;-29,561944;-50,046389
VIA SUL;2019;BR-101;RS;61,800;Maquiné;Principal;Decrescente;Ativo;;-29,691453;-50,158164
VIA SUL;2019;BR-101;RS;66,600;Maquiné;Principal;Crescente;Ativo;;-29,720000;-50,194444
VIA SUL;2019;BR-101;RS;67,400;Maquiné;Principal;Crescente;Ativo;;-29,726111;-50,200000
VIA SUL;2019;BR-101;RS;69,400;Osório;Principal;Crescente;Ativo;;-29,740892;-50,210414
VIA SUL;2019;BR-101;RS;71,090;Osório;Principal;Decrescente;Ativo;;-29,756450;-50,215203
VIA SUL;2019;BR-101;RS;84,300;Osório;Principal;Decrescente;Ativo;;-29,866528;-50,250528
VIA SUL;2019;BR-290;RS;0,160;Osório;Principal;Crescente;Ativo;;-29,888056;-50,276944
VIA SUL;2019;BR-290;RS;1,130;Osório;Principal;Crescente;Ativo;;-29,893967;-50,284153
VIA SUL;2019;BR-290;RS;3,100;Osório;Principal;Crescente;Ativo;;-29,897842;-50,303603
VIA SUL;2019;BR-290;RS;22,680;Santo Antônio da Patrulha;Principal;Crescente;Ativo;;-29,886389;-50,481944
VIA SUL;2019;BR-290;RS;34,280;Santo Antônio da Patrulha;Principal;Crescente;Ativo;;-29,885739;-50,599131
VIA SUL;2019;BR-290;RS;65,120;Gravataí;Principal;Decrescente;Ativo;;-29,943361;-50,906150
VIA SUL;2019;BR-290;RS;72,300;Gravataí;Principal;Decrescente;Ativo;;-29,953056;-50,979722
VIA SUL;2019;BR-290;RS;83,140;Cachoeirinha;Principal;Decrescente;Ativo;;-29,960000;-51,089722
VIA SUL;2019;BR-290;RS;89,720;Porto Alegre;Principal;Decrescente;Ativo;;-29,968056;-51,154722
VIA SUL;2019;BR-290;RS;93,430;Porto Alegre;Principal;Crescente;Ativo;;-29,970644;-51,189444
VIA SUL;2019;BR-290;RS;94,215;Porto Alegre;Principal;Crescente;Ativo;;-29,975342;-51,199097
VIA SUL;2019;BR-290;RS;95,730;Porto Alegre;Principal;Crescente;Ativo;;-29,988125;-51,203714
VIA SUL;2019;BR-290;RS;97,800;Porto Alegre;Principal;Decrescente;Ativo;;-29,994706;-51,217300
VIA SUL;2019;BR-386;RS;191,220;Santo Antônio do Planalto;Principal;Crescente;Ativo;;-28,390703;-52,697911
VIA SUL;2019;BR-386;RS;227,900;Mormaço;Principal;Crescente;Ativo;;-28,576944;-52,596111
VIA SUL;2019;BR-386;RS;250,050;Soledade;Principal;Crescente;Ativo;;-28,826997;-52,467583
VIA SUL;2019;BR-386;RS;268,300;Fontoura Xavier;Principal;Crescente;Ativo;;-28,957500;-52,373333
VIA SUL;2019;BR-386;RS;281,600;São José do Herval;Principal;Crescente;Ativo;;-29,043206;-52,297924
VIA SUL;2019;BR-386;RS;301,220;Pouso Novo;Principal;Decrescente;Ativo;;-29,169722;-52,212500
VIA SUL;2019;BR-386;RS;317,020;Marques de Souza;Principal;Crescente;Ativo;;-29,263889;-52,145833
VIA SUL;2019;BR-386;RS;338,420;Forquetinha;Principal;Decrescente;Ativo;;-29,406747;-52,033006
VIA SUL;2019;BR-386;RS;344,320;Lajeado;Principal;Decrescente;Ativo;;-29,440475;-51,989975
VIA SUL;2019;BR-386;RS;346,650;Lajeado;Principal;Crescente;Ativo;;-29,449861;-51,969856
VIA SUL;2019;BR-386;RS;351,880;Estrela;Principal;Crescente;Ativo;;-29,488817;-51,953267
VIA SUL;2019;BR-386;RS;359,220;Estrela;Principal;Crescente;Ativo;;-29,542778;-51,911667
VIA SUL;2019;BR-386;RS;363,080;Bom Retiro do Sul;Principal;Crescente;Ativo;;-29,561944;-51,880000
VIA SUL;2019;BR-386;RS;382,250;Tabaí;Principal;Crescente;Ativo;;-29,650114;-51,762331
VIA SUL;2019;BR-386;RS;387,000;Tabaí;Principal;Crescente;Ativo;;-29,692106;-51,704181
VIA SUL;2019;BR-386;RS;391,600;Triunfo;Principal;Decrescente;Ativo;;-29,703331;-51,659769
VIA SUL;2019;BR-386;RS;411,750;Triunfo;Principal;Decrescente;Ativo;;-29,806819;-51,500383
VIA SUL;2019;BR-386;RS;420,800;Montenegro;Principal;Decrescente;Ativo;;-29,814931;-51,412478
VIA SUL;2019;BR-386;RS;439,250;Nova Santa Rita;Principal;Crescente;Ativo;;-29,874528;-51,245836
VIA SUL;2019;BR-386;RS;442,500;Canoas;Principal;Decrescente;Ativo;;-29,888234;-51,216729
VIA SUL;2019;BR-448;RS;3,500;Esteio;Principal;Decrescente;Ativo;;-29,845000;-51,197222
VIA SUL;2019;BR-448;RS;14,500;Canoas;Principal;Decrescente;Ativo;;-29,918889;-51,232778
VIA SUL;2019;BR-448;RS;20,700;Canoas;Principal;Decrescente;Ativo;;-29,963611;-51,202500
